https://movie.douban.com/subject/27199850/,暗夜博士：莫比亚斯,2022-04-01(美国) ,5.7,20606人评价
https://movie.douban.com/subject/30165311/,坏蛋联盟,2022-03-17(阿根廷) ,7.3,64490人评价
https://movie.douban.com/subject/34861178/,北欧人,2022-04-15(英国) ,6.5,13181人评价
https://movie.douban.com/subject/35769174/,万湖会议,2022-01-18(德国) ,8.1,7298人评价
https://movie.douban.com/subject/35303842/,迷失之城,2022-03-25(美国) ,5.6,7156人评价
https://movie.douban.com/subject/35372415/,套装,2022-02-14(柏林电影节) ,7.9,41933人评价
https://movie.douban.com/subject/26926448/,青面修罗,2022-05-13(中国大陆网络) ,4.2,3240人评价
https://movie.douban.com/subject/34966922/,甘古拜·卡蒂娅瓦迪,2022-02-16(柏林电影节) ,7.6,4691人评价
https://movie.douban.com/subject/35307624/,渔港的肉子酱,2021-06-11(日本) ,8.2,5081人评价
https://movie.douban.com/subject/34816897/,绞肉行动,2021-11-05(澳大利亚英国电影节) ,6.3,3034人评价
